,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2017 Volkswagen Jetta 1.4T S,"32,227","Rosedale, MD 21237",4.9, Gasoline,28,38, FWD, 1.4L I4 16V GDI DOHC Turbo, Platinum Gray Metallic, Titan Black / Palladium Gray, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$14,850"
1, 2017 Volkswagen Jetta 1.4T SE,"28,443","Baltimore, MD 21215",3.7, Gasoline,28,38, FWD, 1.4L I4 16V GDI DOHC Turbo, Cardinal Red Metallic, Titan Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$13,779"
2, 2019 Ford Fusion Hybrid SE,"42,899","Baltimore, MD 21215",3.7, Hybrid,43,41, FWD, 2.0L I4 16V MPFI DOHC Hybrid, Agate Black, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$14,969"
3, 2018 Ford Fusion Platinum,"29,636","Baltimore, MD 21201",4.2, Gasoline,21,31, FWD, 2.0L I4 16V GDI DOHC Turbo, Black, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$19,990"
4, 2014 GMC Yukon XL 1500 Denali,"57,899","Baltimore, MD 21201",4.2, E85 Flex Fuel,13,18, AWD, 6.2L V8 16V MPFI OHV Flexible Fuel, Black, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Stability Control', 'Blind Spot Monitor']","$31,990"
5, 2018 Volkswagen Atlas 3.6L SEL Premium,"21,166","Linthicum Heights, MD 21090",3.5, Gasoline,17,23, AWD, Regular Unleaded V-6 3.6 L/220, Black,-1, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$34,980"
6, 2017 Ford Escape SE,"22,710","Rosedale, MD 21237",4.9, Gasoline,23,30, FWD, 1.5L I4 16V GDI DOHC Turbo, White Gold Metallic, Charcoal Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$16,950"
7, 2018 Honda HR-V LX,"21,373","Windsor Mill, MD 21244",4, Gasoline,27,31, AWD, 1.8L I4 16V MPFI SOHC, Crystal Black Pearl, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$17,250"
8, 2016 Ford Edge SEL,"71,682","Baltimore, MD 21222",4.7, Gasoline,20,28, AWD, 2.0L I4 16V GDI DOHC Turbo,-1,-1, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$15,987"
9, 2017 Chevrolet Malibu 1LT,"97,086","Baltimore, MD 21228",4.7, Gasoline,27,36, FWD, 1.5L I4 16V GDI DOHC Turbo, Mosaic Black Metallic, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$12,722"
10, 2013 Toyota 4Runner SR5,"145,819","Glen Burnie, MD 21061",4.7, Gasoline,17,21, 4WD, 4.0L V6 24V MPFI DOHC, Black, Black, 5-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$20,257"
11,Certified 2018 Mercedes-Benz C 300,"41,385","Baltimore, MD 21228",2.9, Gasoline,24,33, RWD, 2.0L I4 16V GDI DOHC Turbo, Black,-1, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$32,990"
12, 2018 Ford Escape Titanium,"23,209","Glen Burnie, MD 21061",4.9, Gasoline,20,27, 4WD, 2.0L I4 16V GDI DOHC Turbo, White Gold Metallic, Charcoal Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$21,900"
13, 2017 INFINITI Q60 3.0T Premium,"30,599","Ellicott City, MD 21043",5, Gasoline,19,27, AWD, 3.0L V6 24V GDI DOHC Twin Turbo, Graphite Shadow, Graphite, 7-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$33,500"
14, 2018 Audi A5 2.0T Prestige,"23,334","Cockeysville, MD 21030",4.7, Gasoline,24,34, AWD, 2.0L I4 16V GDI DOHC Turbo, Mythos Black Metallic, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$34,998"
15, 2018 Lincoln MKC Select,"35,362","Millersville, MD 21108",4.8, Gasoline,19,25, AWD, 2.0L I4 16V GDI DOHC Turbo, Black Velvet, Espresso, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$22,950"
16, 2017 Lexus RX 350 350,"48,452","Millersville, MD 21108",4.8, Gasoline,19,26, AWD, 3.5L V6 24V GDI DOHC, Obsidian Black, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$31,490"
