,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 BMW i xDrive,"13,746","Baltimore, MD 21215",3.7, Gasoline,23,34, AWD, 2.0L I4 16V GDI DOHC Turbo, Jet Black, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$22,529"
1, 2017 INFINITI QX50 Base,"30,631","Baltimore, MD 21215",4.8, Gasoline,17,24, AWD, 3.7L V6 24V MPFI DOHC, Black, Graphite, 7-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$22,599"
2, 2017 Nissan Armada Platinum,"78,196","Baltimore, MD 21224",4.3, Gasoline,13,18, AWD, 5.6L V8 32V GDI DOHC, Black, Charcoal, 7-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$30,495"
3, 2018 BMW X5 xDrive35i,"45,854","Rosedale, MD 21237",4.9, Gasoline,18,24, AWD, 3.0L I6 24V GDI DOHC Turbo, Carbon Black Metallic, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$40,490"
4, 2008 Chevrolet Silverado 1500 Work Truck,"178,213","Rosedale, MD 21237",2.7, Gasoline,15,20, 4WD, 4.3L V6 12V MPFI OHV, Red,-1, 4-Speed Automatic,-1,-1,"$9,499"
5, 2018 Mazda CX-5 Grand Touring,"22,704","Catonsville, MD 21228",4.8, Gasoline,24,30, AWD, 2.5L I4 16V GDI DOHC, Soul Red Crystal Metallic, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$24,800"
6,Certified 2018 Honda CR-V EX,"22,856","Glen Burnie, MD 21061",4.9, Gasoline,27,33, AWD, 1.5L I4 16V GDI DOHC Turbo, Diamond White Pearl, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$24,843"
7, 2020 Chevrolet Tahoe LT,"45,587","Baltimore, MD 21228",2.9, Gasoline,15,21, 4WD, 5.3L V8 16V GDI OHV, Gray, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$47,490"
8, 2020 Chevrolet Camaro 1LT,"1,293","Glen Burnie, MD 21061",2.8, Gasoline,20,30, RWD, 3.6L V6 GDI DOHC, Shadow Gray Metallic, Jet Black, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$28,500"
9, 2017 Toyota Camry XLE,"29,497","Parkville, MD 21234",4.5, Gasoline,24,33, FWD, 2.5L I4 16V MPFI DOHC, Ruby Flare Pearl, Almond, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,534"
