,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2006 Scion xA Base,"146,480","San Jose, CA 95110",5, Gasoline,31,38, FWD, 1.5L I4 16V MPFI DOHC, Blue, Dark Charcoal, 4-Speed Automatic,['Premium Sound System'],-1,"$4,980"
1,Certified 2021 Subaru Outback Limited XT,"2,404","San Jose, CA 95117",4.9, Gasoline,23,30, AWD, 2.4L H4 16V GDI DOHC Turbo, Magnetite Gray Metallic, Black, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$37,500"
2,Certified 2018 Audi A4 2.0T Prestige,"19,555","San Jose, CA 95117",4.9, Gasoline,24,34, AWD, 2.0L I4 16V GDI DOHC Turbo, Manhattan Gray Metallic, Nougat Brown / Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$32,000"
3, 2020 Acura TLX V6 w/Technology Package,"6,905","San Jose, CA 95110",4.2, Gasoline,20,314, FWD, 3.5L V6 24V GDI SOHC, Silver, Ebony, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$32,990"
4, 2020 GMC Yukon SLT,"43,855","San Jose, CA 95110",4.2, Gasoline,15,22, RWD, 5.3L V8 16V GDI OHV, Black, Black, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$45,590"
5, 2016 RAM 1500 Laramie,"33,307","San Jose, CA 95136",4.2, Gasoline,16,23, 4WD, 5.7L V8 16V MPFI OHV, Maximum Steel Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$37,400"
6, 2018 BMW 430 i,"10,630","Campbell, CA 95008",5, Gasoline,24,34, RWD, 2.0L I4 16V GDI DOHC Turbo, Alpine White, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$38,800"
7, 2019 Mazda CX-5 Sport,"11,605","San Jose, CA 95129",4.3, Gasoline,25,31, FWD, 2.5L I4 16V, Eternal Blue Mica, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$20,696"
8, 2018 Mercedes-Benz C 300 4MATIC,"25,952","San Jose, CA 95129",4.7, Gasoline,23,32, AWD, 2.0L I4 16V GDI DOHC Turbo, Lunar Blue Metallic,-1, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$26,655"
9, 2021 Ford Bronco Sport First Edition,7,"Santa Clara, CA 95051",4.7, Gasoline,21,26, 4WD, 2.0L I4 16V GDI DOHC Turbo, Red Tinted, Navy Pier, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$45,390"
