,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0,Certified 2020 Volkswagen Tiguan 2.0T SEL,"6,832","Denver, CO 80223",4.9, Gasoline,20,27, AWD, 2.0L I4 16V GDI DOHC Turbo, Platinum Gray Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$28,691"
1, 2015 Jeep Grand Cherokee SRT,"99,360","Denver, CO 80204",2.5, Gasoline,13,19, 4WD, 6.4L V8 16V MPFI OHV, White, Brown, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$39,998"
2, 2014 Jeep Cherokee Trailhawk,"102,282","Denver, CO 80204",5, Gasoline,19,25, 4WD, 3.2L V6 24V MPFI DOHC, Orange, Black, 9-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$18,495"
3, 2019 Dodge Charger SRT Hellcat,"3,364","Denver, CO 80202",4.2, Gasoline,13,22, RWD, 6.2L V8 16V MPFI OHV Supercharged, Green, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$61,590"
4, 2018 Audi A4 2.0T Premium Plus,"43,402","Denver, CO 80202",4.2, Gasoline,27,37, FWD, 2.0L I4 16V GDI DOHC Turbo, Glacier White Metallic, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$26,590"
5, 2017 Kia Forte LX,"52,593","Denver, CO 80202",4.2, Gasoline,25,34, FWD, 2.0L I4 16V MPFI DOHC, White, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$14,990"
6, 2018 BMW 430 Gran Coupe i xDrive,"25,713","Denver, CO 80205",3.6, Gasoline,23,33, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Glacier Silver Metallic,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$29,799"
7, 2017 Toyota 4Runner SR5,"24,772","Denver, CO 80205",3.6, Gasoline,17,21, 4WD, Regular Unleaded V-6 4.0 L/241, White,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$33,980"
8, 2018 Audi Q3 2.0T Sport Premium,"40,355","Denver, CO 80202",4.2, Gasoline,20,28, AWD, 2.0L I4 16V GDI DOHC Turbo, Brilliant Black, Chestnut Brown, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$25,990"
9, 2018 Mitsubishi Outlander PHEV SEL,"25,384","Denver, CO 80202",4.2, Hybrid,-1,-1, 4WD, 2.0L I4 16V MPFI DOHC Hybrid, Black, Black, 1-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$26,590"
10, 2018 Audi S5 3.0T Prestige,"31,298","Denver, CO 80202",4.2, Gasoline,21,30, AWD, 3.0L V6 24V GDI DOHC Turbo, Navarra Blue Metallic, Rotor Gray, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$42,990"
11, 2017 Cadillac CTS 2.0L Turbo Luxury,"93,697","Denver, CO 80205",3.6, Gasoline,22,30, AWD, Turbocharged Gas I4 2.0L/122, Phantom Gray Metallic, Jet Black with Jet Black Accents, Automatic,"['Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$20,094"
12, 2017 Audi Q7 2.0T Premium,"42,327","Denver, CO 80205",3.6, Gasoline,20,25, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/121, Black,-1, Automatic,-1,['Backup Camera'],"$34,480"
13, 2015 Jeep Grand Cherokee Laredo,"51,413","Denver, CO 80202",4.2, E85 Flex Fuel,17,24, 4WD, 3.6L V6 24V MPFI DOHC Flexible Fuel, White, Black, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$20,990"
14, 2017 Honda HR-V EX,"72,033","Denver, CO 80202",4.2, Gasoline,28,34, FWD, 1.8L I4 16V MPFI SOHC, Black, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$16,590"
15, 2019 Lexus NX 300 300,"16,501","Denver, CO 80202",4.2, Gasoline,22,28, FWD, 2.0L I4 16V PDI DOHC Turbo, Brown, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$30,590"
16, 2019 GMC Terrain SLE,"25,397","Denver, CO 80202",4.2, Gasoline,24,28, AWD, 1.5L I4 16V GDI DOHC Turbo, White, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$22,990"
17, 2021 Toyota Tundra SR5,"2,501","Denver, CO 80205",3.6, Gasoline,13,17, 4WD, Regular Unleaded V-8 5.7 L/346, Black,-1, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$50,480"
18, 2007 Jeep Grand Cherokee Limited,"75,159","Lakewood, CO 80214",4.6, Gasoline,15,20, 4WD, 4.7L V8 16V MPFI SOHC, Gray, Gray, Automatic,['Premium Sound System'],"['Brake Assist', 'Stability Control']","$11,600"
19, 2017 Chevrolet Traverse LS,"21,425","Denver, CO 80221",4.3, Gasoline,15,22, FWD, Gas V6 3.6L/217, Silver Ice Metallic, Dark Titanium/Light Titanium, Automatic,['Bluetooth'],"['Backup Camera', 'Stability Control']","$22,998"
20, 2013 Mazda CX-9 Grand Touring,"63,152","Denver, CO 80221",4.3, Gasoline,17,24, AWD, Gas V6 3.7L/227, Meteor Gray Mica, Black, Automatic,['Bluetooth'],"['Backup Camera', 'Stability Control', 'Blind Spot Monitor']","$16,998"
21, 2015 Mercedes-Benz GLA 250 4MATIC,"47,465","Englewood, CO 80110",4.7, Gasoline,24,32, AWD, 2.0L I4 16V GDI DOHC Turbo, Gray, Gray, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$23,337"
22, 2021 Jeep Renegade Latitude,10,"Aurora, CO 80012",4.5, Gasoline,21,29, 4WD, 2.4L I4 16V MPFI SOHC, Omaha Orange Clearcoat, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,299"
23, 2021 Jeep Renegade Latitude,10,"Aurora, CO 80012",4.5, Gasoline,21,29, 4WD, 2.4L I4 16V MPFI SOHC, Glacier Metallic, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,299"
24, 2021 Jeep Renegade Latitude,10,"Aurora, CO 80012",4.5, Gasoline,21,29, 4WD, 2.4L I4 16V MPFI SOHC, Omaha Orange Clearcoat, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,299"
25, 2021 Jeep Renegade Latitude,10,"Aurora, CO 80012",4.5, Gasoline,21,29, 4WD, 2.4L I4 16V MPFI SOHC, Granite Crystal Clearcoat Metallic, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,299"
26, 2021 Jeep Renegade Latitude,10,"Aurora, CO 80012",4.5, Gasoline,21,29, 4WD, 2.4L I4 16V MPFI SOHC, Granite Crystal Clearcoat Metallic, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,299"
27, 2021 Mazda Mazda3 AWD w/Select Package,5,"Denver, CO 80247",4.5, Gasoline,25,33, AWD, 2.5L I4 16V GDI DOHC, Sonic Silver Metallic, Black / Navy Blue, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$24,187"
28, 2015 Kia Optima LX,"85,570","Aurora, CO 80012",4.8, Gasoline,23,34, FWD, 2.4L I4 16V GDI DOHC, Titanium Silver, Black, 6-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$11,419"
29, 2021 Hyundai Kona Limited,5,"Aurora, CO 80010",4.8, Gasoline,26,29, AWD, 1.6L I4 16V GDI DOHC Turbo, Sonic Silver, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$24,500"
30, 2018 Ford Focus SE,"26,894","Aurora, CO 80012",4.5, Gasoline,30,40, FWD, 2.0L I4 16V GDI DOHC, Oxford White, Charcoal Black, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$13,999"
31, 2021 Jeep Renegade Limited,10,"Aurora, CO 80012",4.5, Gasoline,23,29, 4WD, 1.3L I4 16V GDI SOHC Turbo, Slate Blue Pearlcoat, Black, 9-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,488"
