,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 Chevrolet Cruze LT,"1,760","Tacoma, WA 98409",4.4, Gasoline,29,38, FWD, 1.4L I4 16V GDI DOHC Turbo, Kinetic Blue, Dark Atmosphere / Medium Atmosphere, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$15,998"
1, 2008 Mazda Mazda5 Sport,"142,601","Tacoma, WA 98409",3.3, Gasoline,21,27, FWD, 2.3L I4 16V MPFI DOHC, Stormy Blue Mica, Black, 5-Speed Automatic,-1,['Brake Assist'],"$5,438"
2, 2021 Hyundai Kona Ultimate,12,"Tacoma, WA 98409",4.2, Gasoline,26,29, AWD, 1.6L I4 16V GDI DOHC Turbo, Ultra Black, Gray / Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$25,125"
3, 2015 BMW 328 i xDrive,"44,481","Tacoma, WA 98409",4.8, Gasoline,22,33, AWD, 2.0L I4 16V GDI DOHC Turbo, Alpine White, Brown, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$23,832"
4, 2013 Acura TL Technology,"72,843","Tacoma, WA 98409",4.1, Gasoline,18,26, AWD, 3.7L V6 24V MPFI SOHC, Crystal Black Pearl, Umber, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,989"
5, 2017 Volkswagen Golf R 4-Door,"33,205","Tacoma, WA 98409",4.3, Gasoline,22,31, AWD, 2.0L I4 16V GDI DOHC Turbo, Lapiz Blue Metallic, Black, 6-Speed Manual,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$32,995"
6, 2021 Toyota RAV4 XLE,"5,600","Tacoma, WA 98409",4.9, Gasoline,27,33, AWD, 2.5L I4 16V PDI DOHC, Magnetic Gray Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$33,999"
7, 2014 BMW 528 i xDrive,"93,192","Fife, WA 98424",4.9, Gasoline,22,33, AWD, 2.0L I4 16V GDI DOHC Turbo, Gray Metallic, Venetian Beige, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$15,993"
8, 2018 Mazda CX-5 Sport,"40,434","Tacoma, WA 98498",3.6, Gasoline,25,31, AWD, Regular Unleaded I-4 2.5 L/152, Snowflake White Pearl Mica, Black, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$20,600"
9, 2017 Land Rover Range Rover Evoque SE,"31,532","Tacoma, WA 98498",3.6, Gasoline,21,29, 4WD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Silver,-1, Automatic,['Bluetooth'],['Backup Camera'],"$29,230"
