,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2020 Kia Niro EX Premium,15,"North Kansas City, MO 64116",4.7, Hybrid,51,46, FWD, 1.6L I4 16V GDI DOHC Hybrid, Silky Silver, Charcoal, 6-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$29,151"
1, 2000 Toyota Camry CE,"122,045","Kansas City, MO 64116",5, Gasoline,23,30, FWD, 2.2L I4 16V MPFI DOHC, Tan, Tan, 4-Speed Automatic,-1,-1,"$3,999"
2, 2018 Buick Envision Preferred,"17,323","KCMO, MO 64105",4.2, E85 Flex Fuel,22,29, FWD, 2.5L I4 16V GDI DOHC Flexible Fuel, Purple, Beige, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$20,990"
3, 2014 Honda CR-V LX,"51,261","KCMO, MO 64105",4.2, Gasoline,23,31, FWD, 2.4L I4 16V MPFI DOHC, Black, Black, 5-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$17,590"
4, 2017 Buick Encore Preferred,"26,140","KCMO, MO 64105",4.2, Gasoline,25,33, FWD, 1.4L I4 16V MPFI DOHC Turbo, Gray, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$17,990"
5, 2018 Mercedes-Benz GLE 350 Base,"42,932","KCMO, MO 64105",4.2, Gasoline,18,23, RWD, 3.5L V6 24V GDI DOHC, Black, Black, 7-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$34,590"
6, 2018 BMW 430 Gran Coupe i xDrive,"29,781","Kansas City, MO 64102",3.5, Gasoline,23,33, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Black Sapphire Metallic,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$30,799"
7, 2018 Toyota RAV4 XLE,"29,362","Kansas City, MO 64102",3.5, Gasoline,23,30, AWD, Regular Unleaded I-4 2.5 L/152, Black,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$21,720"
8, 2018 Jeep Grand Cherokee Altitude,"36,783","Kansas City, MO 64102",3.5, Gasoline,-1,-1, 4WD, Regular Unleaded V-6 3.6 L/220, Bright White Clearcoat, Black, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$30,380"
9, 2018 BMW 320 i,"25,569","Kansas City, MO 64102",3.5, Gasoline,24,35, RWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, White,-1, Automatic,-1,['Backup Camera'],"$21,480"
10,Certified 2019 Cadillac XT4 Luxury,"17,799","Kansas City, MO 64118",4.7, Gasoline,22,29, AWD, 2.0L I4 16V GDI DOHC Turbo, Shadow Metallic, Light Platinum / Jet Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$31,447"
11, 2021 Mitsubishi Outlander Sport 2.0 ES,1,"Kansas City, MO 64118",4.6, Gasoline,23,29, 4WD, 2.0L I4 16V MPFI DOHC, Diamond Red, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$23,820"
12, 2021 Kia Seltos SX,14,"Mission, KS 66202",4.7, Gasoline,25,30, AWD, 1.6L I4 16V GDI DOHC Turbo, Starbright Yellow, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$28,840"
13, 2007 Nissan Versa SL,"196,645","Merriam, KS 66203",2, Gasoline,30,34, FWD, 1.8L I4 16V MPFI DOHC, Super Black,-1, 6-Speed Manual,-1,-1,"$4,197"
14, 2019 GMC Yukon SLT,"60,973","Shawnee, KS 66203",3.5, Gasoline,15,21, 4WD, 5.3L V8 16V GDI OHV, Onyx Black, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$46,475"
15, 2021 Jeep Cherokee Latitude Lux,13,"Gladstone, MO 64118",3.9, Gasoline,19,27, 4WD, 3.2L V6 24V MPFI DOHC, Bright White, Black, 9-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$31,566"
16, 2016 Audi A7 3.0T Prestige,"86,982","Merriam, KS 66202",4.2, Gasoline,20,30, AWD, 3.0L V6 24V GDI DOHC Supercharged, Tornado Gray Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$29,900"
17, 2015 Cadillac SRX Luxury Collection,"78,472","Merriam, KS 66203",4.3, Gasoline,17,24, FWD, 3.6L V6 24V GDI DOHC, Crystal Red Tintcoat, Light Titanium, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$18,357"
18, 2020 Dodge Charger GT,11,"Gladstone, MO 64118",3.9, Gasoline,19,30, RWD, 3.6L V6 24V MPFI DOHC, Indigo Blue, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$30,015"
19, 2010 Mercedes-Benz S 550 4MATIC,"54,573","Shawnee, KS 66203",3.5, Gasoline,14,21, AWD, 5.5L V8 32V MPFI DOHC, Black, Black, 7-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$23,577"
20, 2019 Toyota Corolla SE,"21,512","Merriam, KS 66203",4.8, Gasoline,27,35, FWD, 1.8L I4 16V MPFI DOHC, Blue Crush Metallic, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$20,573"
21, 2021 Toyota Avalon Hybrid XLE,1,"Merriam, KS 66203",4.6, Hybrid,43,44, FWD, 2.5L I4 16V PDI DOHC Hybrid, Celestial Silver Metallic, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$38,911"
22, 2020 Lexus IS 300 Base,"11,222","Merriam, KS 66203",4.8, Gasoline,18,24, AWD, 3.5L V6 24V PDI DOHC, Ultrasonic Blue Mica, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$39,990"
23, 2021 Honda Accord Hybrid EX-L,11,"Overland Park, KS 66204",4.8, Hybrid,48,48, FWD, 2.0L I4 16V MPFI DOHC Hybrid, Modern Steel Metallic,-1, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$31,909"
24, 2021 Honda Accord Hybrid EX-L,11,"Overland Park, KS 66204",4.8, Hybrid,48,48, FWD, 2.0L I4 16V MPFI DOHC Hybrid, Modern Steel Metallic,-1, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$32,638"
25, 2021 Jeep Renegade Latitude,12,"Merriam, KS 66203",4.8, Gasoline,21,29, 4WD, 2.4L I4 16V MPFI SOHC, Bikini Metallic Clear, Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$24,190"
26, 2016 Acura RDX Advance Package,"47,822","Merriam, KS 66203",4.8, Gasoline,19,28, AWD, 3.5L V6 24V MPFI SOHC, Fathom Blue Pearl, Graystone, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$25,094"
