,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2012 Honda Civic EX,"151,000","Tacoma, WA 98409",3, Gasoline,28,39, FWD, 1.8L I4 16V MPFI SOHC, Gray, Gray, 5-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$6,900"
1, 2016 Toyota Prius Two,"76,956","Tacoma, WA 98409",4.8, Hybrid,54,50, FWD, 1.8L I4 16V MPFI DOHC Hybrid, Magnetic Gray Metallic,-1, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$15,000"
2, 2020 Subaru Legacy Base,"7,633","Tacoma, WA 98409",4.2, Gasoline,27,35, AWD, 2.5L H4 16V GDI DOHC, Crystal White Pearl, Gray, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$23,598"
3, 2020 Mazda CX-5 Touring,"27,188","Tacoma, WA 98409",4.5, Gasoline,25,31, FWD, 2.5L I4 16V GDI DOHC, Sonic Silver Metallic, Black, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$25,900"
4, 2020 Hyundai Santa Fe SEL 2.4,"20,404","Tacoma, WA 98409",4.2, Gasoline,21,27, AWD, 2.4L I4 16V GDI DOHC, Symphony Silver, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,996"
5, 2016 Jeep Wrangler Unlimited Sahara,"70,944","Tacoma, WA 98409",4.1, Gasoline,16,21, 4WD, 3.6L V6 24V MPFI DOHC, Bright White Clearcoat, Black, 5-Speed Automatic,-1,"['Brake Assist', 'Stability Control']","$31,989"
6, 2019 RAM 1500 Limited,"14,950","Tacoma, WA 98409",4.8, Gasoline,19,24, 4WD, 5.7L V8 16V MPFI OHV, Billet Silver Metallic Clearcoat, Indigo, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$54,988"
7,Certified 2018 Mercedes-Benz GLA 250 Base 4MATIC,"37,225","Fife, WA 98424",4.4, E85 Flex Fuel,23,31, AWD, 2.0L I4 16V GDI DOHC Turbo Flexible Fuel, Red, Shara Beige, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$28,726"
8, 2018 Audi Q7 3.0T Prestige,"23,519","Fife, WA 98424",4.8, Gasoline,19,25, AWD, 3.0L V6 24V GDI DOHC Supercharged, Florett Silver Metallic, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$52,000"
9, 2017 RAM 1500 Sport,"33,902","Puyallup, WA 98371",4.9, Gasoline,16,23, 4WD, 5.7L V8 16V MPFI OHV, Silver, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$39,999"
10, 2018 Ford F-150 Lariat,"14,911","Puyallup, WA 98371",4.9, Gasoline,19,24, 4WD, 5.0L V8 32V PDI DOHC, Red, Black, 10-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$51,999"
11, 2020 Jeep Grand Cherokee Limited,"27,387","Puyallup, WA 98371",4.9, Gasoline,18,25, 4WD, 3.6L V6 24V MPFI DOHC, Gray, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$43,999"
12, 2020 RAM 1500 Big Horn,"14,349","Puyallup, WA 98371",4.9, Gasoline,19,24, 4WD, 5.7L V8 16V MPFI OHV, Silver, Diesel Gray / Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$47,999"
13, 2017 Ford F-350 Platinum,"29,854","Puyallup, WA 98371",4.9, Diesel,-1,-1, 4WD, 6.7L V8 32V DDI OHV Turbo Diesel, White, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$72,999"
14, 2019 Dodge Charger SXT,"23,490","Puyallup, WA 98371",4.9, Gasoline,18,27, AWD, 3.6L V6 24V MPFI DOHC, Orange, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$29,999"
15, 2018 Mazda CX-5 Touring,"24,451","Puyallup, WA 98371",4.8, Gasoline,24,30, AWD, 2.5L I4 16V GDI DOHC, Deep Crystal Blue Mica, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$24,799"
16, 2017 Mercedes-Benz GLC 300 Base 4MATIC,"27,285","Puyallup, WA 98371",4.8, Gasoline,21,28, AWD, 2.0L I4 16V GDI DOHC Turbo, Gold,-1, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$31,969"
17, 2019 RAM 1500 Limited,"24,923","Auburn, WA 98002",4.6, Gasoline,19,24, 4WD, 5.7L V8 16V MPFI OHV, Maximum Steel Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$52,300"
18, 2019 Nissan Altima 2.5 SR,"26,591","Auburn, WA 98002",4.6, Gasoline,27,37, FWD, 2.5L I4 16V GDI DOHC, White, Sport Interior, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$21,988"
19, 2016 Kia Optima EX,"64,520","Auburn, WA 98001",5, Gasoline,24,35, FWD, 2.4L I4 16V GDI DOHC, Ebony Black, Gray, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$14,450"
20, 2017 Mazda CX-5 Touring,"21,069","Auburn, WA 98001",5, Gasoline,23,29, AWD, 2.5L I4 16V GDI DOHC, Soul Red Crystal Metallic, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$23,150"
21, 2017 RAM 1500 Sport,"80,473","Auburn, WA 98002",4.6, Gasoline,16,23, 4WD, 5.7L V8 16V MPFI OHV, Bright White Clearcoat, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$29,863"
22, 2011 Ford Explorer Limited,"155,408","Auburn, WA 98002",4.1, Gasoline,17,25, 4WD, 3.5L, Golden Bronze Metallic, Medium Light Stone, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Stability Control', 'Blind Spot Monitor']","$15,998"
23, 2017 Land Rover Discovery HSE LUXURY,"29,055","Burien, WA 98168",4.9, Gasoline,16,21, 4WD, 3.0L V6 24V GDI DOHC Supercharged, Fuji White, Ebony / Ebony, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$51,991"
