,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 Lexus ES 350 Base,"26,998","Thousand Oaks, CA 91362",4.8, Gasoline,21,30, FWD, 3.5L V6 24V MPFI DOHC, Nightfall Mica, Parchment, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,971"
1,Certified 2018 BMW M3 Base,"20,963","Westlake Village, CA 91362",4.9, Gasoline,17,25, RWD, 3.0L I6 24V GDI DOHC Twin Turbo, Black Sapphire Metallic, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$57,495"
2,Certified 2018 BMW 530e iPerformance,"22,597","Westlake Village, CA 91362",4.9, Hybrid,-1,-1, RWD, 2.0L I4 16V GDI DOHC Turbo Hybrid, Glacier Silver Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$32,911"
3, 2018 Bentley Bentayga Onyx Edition,"10,197","Calabasas, CA 91302",3.7, Gasoline,12,19, AWD, 6.0L W12 48V PDI DOHC Twin Turbo, Magnetic, Fireglow, 8-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment']","['Brake Assist', 'Stability Control']","$159,995"
4, 2018 Lexus RX 350 350,"37,573","Los Angeles, CA 91364",4.7, Gasoline,20,27, FWD, 3.5L V6 24V GDI DOHC,-1, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$32,751"
5, 2016 Mercedes-Benz GLA 250,"45,802","Los Angeles, CA 91364",4.7, Gasoline,25,35, FWD, 2.0L I4 16V GDI DOHC Turbo, Midnight Black, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$20,991"
6, 2020 Chevrolet Colorado Z71,"17,214","Fillmore, CA 93015",5, Gasoline,18,25, RWD, 3.6L V6 24V GDI DOHC, Satin Steel Metallic, Jet Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Stability Control']","$33,428"
7, 2018 Ford Explorer Platinum,"16,434","Santa Clarita, CA 91355",4.6, Gasoline,16,22, 4WD, 3.5L V6 24V GDI DOHC Twin Turbo, Ruby Red Metallic Tinted Clearcoat,-1, 6-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$40,995"
8, 2016 Tesla Model X P100D,"31,926","Van Nuys, CA 91406",4.5, Electric,81,92, AWD, Electric, Black, Black, 1-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$78,000"
9, 2018 Mitsubishi Outlander ES,"44,178","Santa Clarita, CA 91355",4.6, Gasoline,25,30, FWD, 2.4L I4 16V MPFI SOHC, Alloy Silver Metallic,-1, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$17,450"
10, 2017 Honda Civic EX-T,"19,530","Santa Clarita, CA 91355",4.6, Gasoline,32,42, FWD, 1.5L I4 16V GDI DOHC Turbo, Modern Steel Metallic,-1, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,995"
11, 2016 Subaru Impreza 2.0i Sport Limited,"86,867","Van Nuys, CA 91406",4.5, Gasoline,28,37, AWD, 2.0L H4 16V MPFI DOHC, Crystal White Pearl, Taupe, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$17,000"
12, 2017 RAM 2500 Laramie,"48,040","Santa Clarita, CA 91355",4.3, Diesel,-1,-1, 4WD, 6.7L I6 24V DDI OHV Turbo Diesel, Bright White Clearcoat,-1, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$59,985"
13, 2016 GMC Sierra 1500 SLT,"46,874","Santa Clarita, CA 91355",4.6, Gasoline,16,23, RWD, 5.3L V8 16V GDI OHV, White Frost Tri-Coat,-1, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$37,995"
14,Certified 2018 Land Rover Range Rover Velar D180 SE R-Dynamic,"32,716","Encino, CA 91436",4.4, Diesel,26,30, 4WD, 2.0L I4 16V DDI DOHC Turbo Diesel, Indus Silver, Ebony, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$49,974"
15, 2016 BMW X4 xDrive35i,"71,116","Van Nuys, CA 91401",3.7, Gasoline,19,27, AWD, 3.0L I6 24V GDI DOHC Turbo, Alpine White, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$23,995"
16, 2017 BMW X3 xDrive28i,"64,192","Sherman Oaks, CA 91401",4.5, Gasoline,21,28, AWD, 2.0L I4 16V GDI DOHC Turbo, Space Gray Metallic, Black, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$20,995"
17, 2018 Honda Civic Sport,"41,760","Los Angeles, CA 91401",4.6, Gasoline,30,36, FWD, 1.5L I4 16V GDI DOHC Turbo, Gray, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$20,988"
18, 2018 Honda CR-V EX,"32,444","Los Angeles, CA 91401",4.1, Gasoline,28,34, FWD, 1.5L I4 16V GDI DOHC Turbo, Dark Olive Metallic, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$21,000"
19, 2019 Dodge Grand Caravan SXT,"40,638","Los Angeles, CA 91401",4.1, E85 Flex Fuel,17,25, FWD, 3.6L V6 24V MPFI DOHC, Granite Pearlcoat, Black / Light Graystone, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$20,000"
20, 2018 Cadillac XT5 Luxury,"70,181","Pacoima, CA 91331",3.2, Gasoline,19,26, FWD, 3.6L V6 24V GDI DOHC, White, Jet Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$24,991"
21, 2017 INFINITI QX60 Base,"39,669","Oxnard, CA 93036",3.9, Gasoline,19,26, AWD, 3.5L V6 24V MPFI DOHC, Graphite Shadow, Graphite, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$28,988"
22, 2017 Chevrolet Traverse LS,"66,988","Oxnard, CA 93036",3.9, Gasoline,15,22, FWD, 3.6L V6 24V GDI DOHC, Tungsten Metallic, Dark Titanium / Light Titanium, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$17,998"
23, 2017 INFINITI QX60 Base,"32,548","Oxnard, CA 93036",3.9, Gasoline,20,27, FWD, 3.5L V6 24V MPFI DOHC, Graphite Shadow, Graphite, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$25,888"
24, 2018 Lexus RX 350 350,"15,486","Santa Monica, CA 90403",4.6, Gasoline,20,27, FWD, 3.5L V6 24V GDI DOHC, Gold, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$39,999"
25, 2019 Lexus NX 300 300,"14,781","Santa Monica, CA 90403",4.6, Gasoline,22,28, FWD, 2.0L I4 16V PDI DOHC Turbo, White, Beige, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$30,299"
26, 2019 INFINITI QX50 ESSENTIAL,"25,382","Santa Monica, CA 90403",4.6, Gasoline,24,30, AWD, 2.0L I4 16V PDI DOHC Turbo, Black, Graphite, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$33,999"
27, 2018 Porsche Cayenne Platinum Edition,"1,559","Santa Monica, CA 90404",4.2, Gasoline,17,23, AWD, 3.6L V6 24V GDI DOHC, Silver, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$57,497"
28, 2019 Land Rover Range Rover Sport 5.0L Supercharged Dynamic,"10,525","West Hollywood, CA 90069",4.4, Gasoline,17,22, 4WD, V8, Santorini Black, Pimento / Ebony, Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$82,981"
29, 2018 Lexus NX 300 300,"15,177","Beverly Hills, CA 90212",3.8, Gasoline,22,28, FWD, 2.0L I4 16V PDI DOHC Turbo, Eminent White Pearl, Red, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$27,688"
