,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2015 Lexus GX 460 Base,"88,841","Los Angeles, CA 91364",4.7, Gasoline,15,20, 4WD, 4.6L V8 32V MPFI DOHC, Silver Lining Metallic, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$29,591"
1, 2018 Lexus RX 350 350,"34,412","Los Angeles, CA 91364",4.7, Gasoline,20,27, FWD, 3.5L V6 24V GDI DOHC,-1, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$33,791"
2, 2019 Toyota Highlander XLE,"24,155","Los Angeles, CA 91335",4.9, Gasoline,21,27, FWD, 3.5L V6 24V PDI DOHC, Predawn Gray Mica, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$32,150"
3, 2020 Kia Sorento LX,"14,534","Los Angeles, CA 91335",4.9, Gasoline,22,29, FWD, 2.4L I4 16V GDI DOHC, Ebony Black, Black, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$23,995"
4, 2018 Honda Odyssey EX-L,"41,511","Los Angeles, CA 91335",4.9, Gasoline,19,28, FWD, 3.5L V6 24V GDI SOHC, Forest Mist Metallic, Gray, 9-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$27,661"
5, 2018 Mazda CX-5 Sport,"11,925","Los Angeles, CA 91335",4.9, Gasoline,25,31, FWD, 2.5L I4 16V, Jet Black Mica, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$19,848"
6, 2018 Honda CR-V EX-L,"90,092","Los Angeles, CA 91335",4.9, Gasoline,28,34, FWD, 1.5L I4 16V GDI DOHC Turbo, Modern Steel Metallic, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$22,895"
7, 2005 BMW 645 Ci,"94,715","Los Angeles, CA 91335",4.5, Gasoline,15,23, RWD, 4.4L V8 32V MPFI DOHC, Jet Black, Creme Beige, Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$9,950"
8, 2020 Jeep Grand Cherokee Limited,"18,659","Los Angeles, CA 91335",4.9, Gasoline,18,25, 4WD, 3.6L V6 24V MPFI DOHC, Billet Silver Metallic Clearcoat, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$34,995"
9, 2020 Honda Civic LX,"17,694","Los Angeles, CA 91335",4.9, Gasoline,30,38, FWD, 2.0L I4 16V MPFI DOHC, Molten Lava Pearl, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$19,954"
10, 2018 Toyota RAV4 XLE,"23,745","Los Angeles, CA 91335",4.9, Gasoline,23,30, FWD, 2.5L I4 16V MPFI DOHC, Electric Storm Blue, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$23,520"
