,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 BMW 740 i xDrive,"41,461","Philadelphia, PA 19124",3.6, Gasoline,20,29, AWD, 3.0L I6 24V GDI DOHC Turbo, Black Sapphire Metallic, Cognac, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$40,695"
1, 2019 Chevrolet Sonic Premier,"44,834","Philadelphia, PA 19153",4.8, Gasoline,26,34, FWD, 1.4L I4 16V MPFI DOHC Turbo, Gray, Black, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$12,443"
2, 2013 Toyota RAV4 Limited,"13,529","Ardmore, PA 19003",4.9, Gasoline,22,29, AWD, 2.5L I4 16V MPFI DOHC, Shoreline Blue Pearl, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$18,499"
3,Certified 2017 Toyota Corolla LE,"12,841","Ardmore, PA 19003",4.9, Gasoline,28,36, FWD, 1.8L I4 16V MPFI DOHC, Slate Metallic, Ash, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$15,998"
4, 2018 Audi A4 2.0T Premium Plus,"33,888","Philadelphia, PA 19149",4.6, Gasoline,24,34, AWD, 2.0L I4 16V GDI DOHC Turbo, Mythos Black Metallic, Nougat Brown / Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$27,016"
5, 2018 Kia Sportage LX,"33,777","Philadelphia, PA 19149",4.6, Gasoline,21,25, AWD, 2.4L I4 16V GDI DOHC, Mineral Silver, Gray, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$17,958"
6, 2013 Lexus Base,"76,237","Haverford, PA 19041",4.5, Gasoline,21,31, FWD, 3.5L V6 24V MPFI DOHC, Nebula Gray Pearl, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$18,450"
7, 2018 Buick Encore Preferred,"30,109","Philadelphia, PA 19149",4.6, Gasoline,25,33, FWD, 1.4L I4 16V MPFI DOHC Turbo, Graphite Gray Metallic, Ebony, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$16,704"
8, 2018 Cadillac XT5 Luxury,"59,808","Palmyra, NJ 08065",4.6, Gasoline,19,26, FWD, 3.6L V6 24V GDI DOHC, Bronze Dune Metallic, Shara Beige, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$28,990"
9, 2018 Ford Focus SE,"12,941","Philadelphia, PA 19149",4.6, Gasoline,30,40, FWD, 1.0L I3 12V GDI DOHC Turbo, Gold, Medium Light Stone, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$14,754"
