,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2012 Audi A4 2.0T Premium,"132,000","Indianapolis, IN 46225",4.6, Unknown,22,30,-1,-1, Black, Black leather, Automatic,-1,-1,"$6,999"
1, 2014 Lexus GX 460 Base,"86,045","Indianapolis, IN 46205",4, Gasoline,15,20, 4WD, 4.6L V8 32V MPFI DOHC, Tungsten Pearl,-1, 6-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$23,835"
2, 2006 Chevrolet Corvette Z06,"18,685","Indianapolis, IN 46220",3.8, Gasoline,16,26, RWD, 7.0L V8 16V MPFI OHV, Daytona Sunset Orange Metallic, Ebony, 6-Speed Manual,"['Bluetooth', 'Premium Sound System']",['Stability Control'],"$45,995"
3, 2018 Dodge Durango GT,"18,040","Indianapolis, IN 46227",4, Gasoline,18,25, AWD, 3.6L V6 24V MPFI DOHC, White Knuckle Clearcoat, Light Frost Beige / Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$32,500"
4, 2018 BMW X5 xDrive35i,"28,141","Indianapolis, IN 46227",4, Gasoline,18,24, AWD, 3.0L I6 24V GDI DOHC Turbo, Ruby Black Metallic, Amaro Brown, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$39,000"
5, 2017 Ford Escape Titanium,"69,705","Indianapolis, IN 46254",4.3, Gasoline,22,28, 4WD, 2.0L I4 16V GDI DOHC Turbo, Gray, Medium Light Stone, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$17,290"
6, 2020 GMC Terrain SLT,"14,033","Indianapolis, IN 46254",4.5, Gasoline,25,28, AWD, 1.5L I4 16V GDI DOHC Turbo, Quicksilver Metallic, Jet Black, 9-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$28,895"
7, 2018 Mazda CX-5 Touring,"29,439","Indianapolis, IN 46219",5, Gasoline,24,30, AWD, 2.5L I4 16V GDI DOHC, Soul Red Crystal Metallic, Silk Beige, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$24,988"
8,Certified 2017 Honda CR-V EX-L,"44,474","Indianapolis, IN 46219",4.9, Gasoline,28,34, AWD, Intercooled Turbo Regular Unleaded I-4 1.5 L/91, Molten Lava Pearl, Ivory, Variable,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$23,951"
9, 2017 Buick Enclave Premium,"41,771","Indianapolis, IN 46219",4.8, Gasoline,15,22, AWD, Gas V6 3.6L/217, Iridium Metallic, Ebony with Ebony interior accents, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$27,160"
10, 2018 Toyota 4Runner Limited 4WD,"29,913","Indianapolis, IN 46219",4.7, Gasoline,17,20, 4WD, 4.0L V6 24V MPFI DOHC, Midnight Black Metallic, Redwood, 5-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$39,860"
11,Certified 2018 Nissan Rogue SL,"14,683","Indianapolis, IN 46219",4.8, Gasoline,25,32, AWD, Regular Unleaded I-4 2.5 L/152, Pearl White, Charcoal, Variable,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$25,800"
12, 2019 Lincoln Nautilus Reserve,"16,081","Indianapolis, IN 46219",4.7, Gasoline,20,25, AWD, 2.0L I4 16V GDI DOHC Turbo, Agate Black Metallic, Terracotta, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$40,995"
13, 2017 MINI Convertible Cooper S,"22,802","Indianapolis, IN 46240",4.4, Gasoline,23,32, FWD, 2.0L 4 cyls, Caribbean Aqua Metallic,-1, Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$24,990"
14, 2017 MINI Convertible Cooper S,"29,307","Indianapolis, IN 46240",4.4, Gasoline,23,32, FWD, 2.0L 4 cyls, Midnight Black Metallic,-1, Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$23,990"
15, 2018 Chevrolet Camaro 2SS,"7,083","Indianapolis, IN 46240",4.7, Gasoline,16,25, RWD, 6.2L V8 16V GDI OHV, Bright Yellow, Jet Black, 6-Speed Manual,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$39,500"
16, 2018 Dodge Durango GT,"25,521","Indianapolis, IN 46240",4.5, Gasoline,18,25, AWD, 3.6L V6 24V MPFI DOHC, Vice White, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$31,750"
17, 2018 Audi A5 2.0T Premium Plus,"27,403","Indianapolis, IN 46240",4.8, Gasoline,24,34, AWD, 2.0L I4 16V GDI DOHC Turbo, Scuba Blue Metallic, Nougat Brown / Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$32,990"
18, 2018 Honda Civic EX,"19,232","Indianapolis, IN 46240",4.7, Gasoline,31,40, FWD, 1.5L I4 16V GDI DOHC Turbo, Gray,-1, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$19,921"
19, 2017 Buick Enclave Premium,"45,522","Indianapolis, IN 46268",4, Gasoline,15,22, AWD, 3.6L V6 24V GDI DOHC, White Frost Tri-Coat, Ebony, 6-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System']","['Brake Assist', 'Stability Control', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$29,502"
20,Certified 2018 Nissan Rogue SV,"27,161","Avon, IN 46123",4.3, Gasoline,25,32, AWD, 2.5L I4 16V MPFI DOHC, White, Beige, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$18,900"
21, 2018 Toyota RAV4 LE,"14,221","Indianapolis, IN 46240",4.6, Gasoline,23,30, AWD, 2.5 L, Magnetic Gray Metallic, Black, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$22,500"
22,Certified 2018 Buick Encore Essence,"10,894","Carmel, IN 46032",4.8, Gasoline,25,33, AWD, Turbocharged I4 1.4/83, Graphite Gray Metallic, Shale, Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$20,788"
23, 2020 Land Rover Range Rover Evoque SE,"35,910","Indianapolis, IN 46268",4, Gasoline,20,27, AWD, I4, Santorini Black, Ebony / Ebony, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$44,927"
24, 2018 Lexus RX 350 350,"12,233","Indianapolis, IN 46240",4.5, Gasoline,19,26, AWD, 3.5L V6 24V GDI DOHC, Nebula Gray Pearl, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$39,500"
25, 2018 Mazda CX-5 Grand Touring,"55,520","Avon, IN 46123",4, Gasoline,24,30, AWD, 2.5L I4 16V, Deep Crystal Blue Mica, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$20,999"
