,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2017 Volkswagen Jetta 1.4T S,"80,661","Houston, TX 77002",4.4, Gasoline,28,38, FWD, 1.4L I4 16V GDI DOHC Turbo, Pure White, Titan Black / Palladium Gray, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$9,200"
1, 2013 Lexus RX 350 Base,"144,642","Houston, TX 77002",4.4, Gasoline,18,25, FWD, 3.5L V6 24V MPFI DOHC, Starfire Pearl, Black, 6-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$13,981"
2, 2020 Jeep Grand Cherokee Limited,"36,993","Houston, TX 77054",4.5, Gasoline,19,26, 4WD, Regular Unleaded V-6 3.6 L/220, Bright White Clearcoat, Black, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$33,861"
3, 2016 Mercedes-Benz C 450 AMG,"12,649","Houston, TX 77027",4.8, Gasoline,-1,-1, AWD, Twin Turbo Premium Unleaded V-6 3.0 L/183, Polar White, Black w/Red, Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$34,591"
4,Certified 2018 Mercedes-Benz C 300,"17,533","Houston, TX 77027",4.8, Gasoline,22,30, RWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/121, Black, Saddle Brown/Black, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$34,994"
5, 2018 Ford Edge Titanium,"36,869","Houston, TX 77027",4.8, Gasoline,20,29, FWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Magnetic Metallic, Ebony, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$22,213"
6, 2020 Mitsubishi Outlander GT,"13,100","Houston, TX 77057",3.8, Gasoline,20,27, 4WD, 3.0L V6 24V MPFI SOHC, Blue, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$28,995"
7,Certified 2020 Mercedes-Benz GLB 250 Base,"3,348","Houston, TX 77024",4.6, Gasoline,23,30, FWD, 2.0L I4 16V GDI DOHC Turbo, Iridium Silver Metallic, Black, 8-Speed Automatic with Auto-Shift,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$38,200"
8,Certified 2020 Mercedes-Benz GLB 250 Base,"3,602","Houston, TX 77024",4.6, Gasoline,23,30, FWD, 2.0L I4 16V GDI DOHC Turbo, Polar White, Macchiato Beige, 8-Speed Automatic with Auto-Shift,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$38,200"
9,Certified 2018 Honda CR-V EX-L,"14,812","Houston, TX 77054",4.2, Gasoline,28,34, FWD, 1.5L I4 16V GDI DOHC Turbo, Modern Steel Metallic, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning']","$25,225"
