,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2020 MINI Countryman Cooper S ALL4,"4,491","Seattle, WA 98125",4.3, Gasoline,23,31, AWD, 2.0L I4 16V GDI DOHC Turbo, Island Blue Metallic, Carbon Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$35,318"
1, 2017 Toyota Sienna LE,"43,588","Seattle, WA 98125",3.6, Gasoline,19,27, FWD, 3.5L V6 24V GDI DOHC, Midnight Black Metallic, Ash, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$23,995"
2, 2018 BMW 530e xDrive iPerformance,"38,770","Seattle, WA 98133",4.7, Hybrid,-1,-1, AWD, 2.0L I4 16V GDI DOHC Turbo Hybrid, Mediterranean Blue Metallic, Canberra Beige, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$32,500"
3, 2012 Nissan Leaf SL,"66,677","Seattle, WA 98133",3.4, Electric,106,92, FWD, Electric, Brilliant Silver, Light Gray, 1-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$5,499"
4, 2016 Ford C-Max Energi SEL,"59,204","Lynnwood, WA 98036",2, Hybrid,40,36, FWD, 2.0L I4 16V MPFI DOHC Hybrid, Blue, Tan, Automatic CVT,-1,-1,"$12,998"
5, 2019 Honda Ridgeline RTL-E,"20,399","Lynnwood, WA 98036",2, Gasoline,18,25, AWD, 3.5L V6 24V GDI SOHC, Black, Black, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$38,998"
6, 2017 Mercedes-Benz AMG C 43 Base 4MATIC,"33,680","Lynnwood, WA 98036",4.5, Gasoline,20,28, AWD, 3.0L V6 24V GDI DOHC Twin Turbo, Gray Metallic, Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$41,998"
7, 2020 INFINITI QX60 Pure,"29,397","Lynnwood, WA 98036",2, Gasoline,19,26, AWD, 3.5L V6 24V GDI DOHC, Black,-1, Automatic CVT,['Bluetooth'],"['Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$31,998"
8, 2016 Acura ILX 2.4L,"20,571","Lynnwood, WA 98036",4.7, Gasoline,25,36, FWD, 2.4L I4 16V GDI DOHC, Black,-1, 8-Speed Automatic with Auto-Shift,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$19,995"
9,Certified 2020 Chevrolet Equinox Premier w/2LZ,"10,048","Kirkland, WA 98033",4.7, Gasoline,22,28, AWD, 2.0L I4 16V GDI DOHC Turbo, Mosaic Black Metallic, Jet Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$29,834"
10, 2019 Hyundai Kona EV Ultimate,"35,484","Seattle, WA 98101",3.6, Electric,132,108, FWD, Electric, Galactic Gray W/White, Pebble Blue, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$31,799"
11, 2018 Volvo XC60 T5 Momentum,"27,378","Seattle, WA 98101",3.6, Gasoline,22,28, AWD, Intercooled Turbo Regular Unleaded I-4 2.0 L/120, Onyx Black Metallic,-1, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$32,499"
12, 2017 Cadillac XT5 Premium Luxury AWD,"46,422","Seattle, WA 98101",3.6, Gasoline,19,27, AWD, Gas V6 3.6L/222.6, Stellar Black Metallic, Sahara Beige, Automatic,"['Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$28,230"
13, 2018 MINI Countryman Cooper S,"36,246","Seattle, WA 98101",3.6, Gasoline,23,32, FWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Light White,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$22,730"
14, 2019 Honda Pilot EX-L,"37,739","Seattle, WA 98101",3.6, Gasoline,18,26, FWD, Regular Unleaded V-6 3.5 L/212, Burgundy,-1, Automatic,-1,"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$28,399"
15, 2018 BMW 430 i xDrive,"19,578","Seattle, WA 98101",3.6, Gasoline,23,33, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Alpine White,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$30,230"
16, 2017 Mercedes-Benz E 300,"18,103","Seattle, WA 98101",3.6, Gasoline,22,30, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/121, White,-1, Automatic,"['Bluetooth', 'Premium Sound System']",['Backup Camera'],"$33,480"
17, 2018 INFINITI QX60,"23,675","Seattle, WA 98101",3.6, Gasoline,20,27, FWD, Premium Unleaded V-6 3.5 L/213, Hermosa Blue, Graphite, Variable,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$29,799"
18, 2018 BMW 430 Gran Coupe i xDrive,"25,413","Seattle, WA 98101",3.6, Gasoline,23,33, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Black,-1, Automatic,['Bluetooth'],"['Backup Camera', 'Stability Control']","$28,980"
19, 2018 Volvo XC60 T5 Momentum,"38,476","Seattle, WA 98101",3.6, Gasoline,22,28, AWD, Intercooled Turbo Regular Unleaded I-4 2.0 L/120, Osmium Grey Metallic,-1, Automatic,['Bluetooth'],"['Backup Camera', 'Blind Spot Monitor']","$33,730"
20, 2018 BMW 540 i xDrive,"27,803","Seattle, WA 98101",3.6, Gasoline,20,29, AWD, Intercooled Turbo Premium Unleaded I-6 3.0 L/183, Carbon Black Metallic,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$38,299"
21, 2018 Buick Enclave Essence,"37,647","Seattle, WA 98101",3.6, Gasoline,18,26, AWD, Gas V6 3.6L/217, Ebony Twilight Metallic, Dark Galvanized, Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$30,010"
22, 2019 GMC Sierra 2500 SLT,"21,650","Lynnwood, WA 98036",4.8, Diesel,-1,-1, 4WD, 6.6L V8 32V DDI OHV Turbo Diesel, Onyx Black, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$63,444"
23, 2017 Jeep Wrangler Unlimited Sahara,"35,836","Seattle, WA 98101",3.6, Gasoline,16,21, 4WD, Regular Unleaded V-6 3.6 L/220, Granite Crystal Metallic Clearcoat, Black, Automatic,['Bluetooth'],['Stability Control'],"$33,620"
24, 2018 Audi Q5 2.0T Premium Plus,"22,809","Seattle, WA 98101",3.6, Gasoline,-1,-1, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/121, Moonlight Blue Metallic,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$34,799"
25, 2020 Audi SQ5 3.0T Premium,"1,991","Bellevue, WA 98005",4.7, Gasoline,18,23, AWD, 3.0L V6 24V GDI DOHC Turbo, Florett Silver Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$55,998"
26, 2020 Chevrolet Tahoe LT,"32,484","Seattle, WA 98104",1, Gasoline,15,21, 4WD, 5.3L V8 16V GDI OHV, Silver Ice Metallic, Jet Black / Dark Ash, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$50,397"
27,Certified 2021 Mercedes-Benz GLC 300 Base,"2,517","Lynnwood, WA 98037",4.6, Gasoline,22,28, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/121, Mojave Silver Metallic, Silk Beige/Black, Automatic,-1,-1,"$43,995"
28,Certified 2018 Honda Accord Sport,"39,530","Seattle, WA 98134",4.8, Gasoline,29,35, FWD, 1.5L I4 16V GDI DOHC Turbo, Platinum White Pearl, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning']","$22,960"
29, 2018 Jeep Compass Latitude,"16,327","Lynnwood, WA 98037",4.7, Gasoline,22,31, 4WD, 2.4L I4 16V MPFI SOHC, Silver, Black, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$22,999"
30, 2017 Volkswagen Golf R 4-Door w/DCC & Navigation,"35,955","Bellevue, WA 98005",4.8, Gasoline,23,30, AWD, 2.0L I4 16V GDI DOHC Turbo, Deep Black Pearl Effect, Black, 6-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$34,998"
31, 2013 RAM 1500 Sport,"91,471","Lynnwood, WA 98087",4.5, Gasoline,13,19, 4WD, 5.7L V8 16V MPFI OHV, Mineral Gray Metallic, Black, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$34,995"
32, 2012 RAM 1500 SLT,"104,103","Lynnwood, WA 98087",4.2, Gasoline,14,19, 4WD, 5.7L V8 16V MPFI OHV, Bright Silver Clearcoat Metallic, Dark Slate, 6-Speed Automatic,-1,"['Brake Assist', 'Stability Control']","$20,888"
33, 2005 Toyota Prius Base,"103,886","Lynnwood, WA 98087",5, Hybrid,60,51, FWD, 1.5L I4 16V MPFI DOHC Hybrid, Black, Beige, Automatic CVT,-1,['Brake Assist'],"$5,995"
34, 2014 Subaru Impreza 2.0i,"86,611","Everett, WA 98204",4.4, Gasoline,25,34, AWD, 2.0L H4 16V MPFI DOHC, Venetian Red Pearl, Black, 5-Speed Manual,['Bluetooth'],"['Brake Assist', 'Stability Control']","$12,995"
35, 2016 Ford Focus SE,"53,866","Everett, WA 98204",4.4, E85 Flex Fuel,26,36, FWD, 2.0L I4 16V GDI DOHC Flexible Fuel,-1,-1,-1,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$12,995"
36,Certified 2019 Subaru Outback 2.5i Limited,"20,485","Bellevue, WA 98007",4.9, Gasoline,25,32, AWD, 2.5L H4 16V MPFI DOHC, Wilderness Green Metallic, Ivory, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$30,586"
37,Certified 2019 Subaru Outback 2.5i Limited,"20,384","Bellevue, WA 98007",4.9, Gasoline,25,32, AWD, 2.5L H4 16V MPFI DOHC, Wilderness Green Metallic, Ivory, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$30,586"
38, 2019 Kia Sportage EX,"49,529","Everett, WA 98204",4.8, Gasoline,21,25, AWD, 2.4L I4 16V GDI DOHC, Black,-1, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Rear Cross Traffic Alert']","$22,998"
39, 2018 Chevrolet Equinox 1LT,"49,947","Seattle, WA 98168",4.6, Gasoline,26,32, FWD, 1.5L I4 16V GDI DOHC Turbo, Red, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,399"
40, 2014 Dodge Journey SE,"90,920","Burien, WA 98168",4.9, Gasoline,19,26, FWD, 2.4L I4 16V MPFI DOHC, Silver, Black, 4-Speed Automatic,-1,"['Brake Assist', 'Stability Control']","$11,991"
41, 2018 Chevrolet Malibu LT,"72,846","Seattle, WA 98168",4.6, Gasoline,27,36, FWD, 1.5L I4 16V GDI DOHC Turbo, Silver Ice, Black, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$14,670"
42, 2017 Tesla Model S 75D,"37,425","Burien, WA 98168",4.9, Electric,102,105, AWD, Electric, White, Tan, 1-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$47,995"
43, 2018 Chevrolet Silverado 1500 LT,"61,125","Seattle, WA 98168",4.6, E85 Flex Fuel,17,22, 4WD, 4.3L V6 12V GDI OHV Flexible Fuel, Summit White, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$34,199"
44, 2014 Chevrolet Traverse 1LT,"88,332","Renton, WA 98057",4.3, Gasoline,16,23, AWD, 3.6L V6 SIDI, Crystal Red Tintcoat, Ebony, 6-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment']","['Backup Camera', 'Brake Assist', 'Stability Control']","$16,600"
45, 2019 Chevrolet Colorado Z71,"15,962","Renton, WA 98057",3.8, Gasoline,17,24, 4WD, 3.6L V6 24V GDI DOHC, Pacific Blue Metallic, Black, Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Stability Control']","$37,915"
46, 2019 Ford F-150 XLT,"14,795","Renton, WA 98057",4.3, Gasoline,18,23, 4WD, 3.5L V6, Oxford White, Medium Earth Gray, 10-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$44,325"
47, 2019 RAM 1500 Laramie,"33,995","Renton, WA 98057",4.3, Gasoline,20,25, 4WD, HEMI 5.7L V8 Multi Displacement VVT, Diamond Black Crystal Pearlcoat, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$45,988"
48, 2019 Toyota Highlander XLE,"15,513","Renton, WA 98057",4.3, Gasoline,20,26, AWD, 3.5L V6, Ooh La La Rouge Mica, Black, 8-Speed Automatic Electronic with ECT-i,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$35,888"
