,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 Honda Civic LX,"28,786","Escondido, CA 92025",4.7, Gasoline,30,39, FWD, 2.0L I4 16V MPFI DOHC, Blue,-1, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$21,995"
1, 2018 Mercedes-Benz GLA 250 Base,"25,954","Escondido, CA 92025",4.7, Gasoline,24,33, FWD, 2.0L I4 16V GDI DOHC Turbo, Black, Sport, 7-Speed Automatic with Auto-Shift,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$26,995"
2, 2015 MINI Hardtop Cooper,"79,081","Escondido, CA 92025",4.7, Gasoline,29,40, FWD, 1.5L I3 12V GDI DOHC Turbo, Black,-1, 6-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$14,995"
3, 2021 Chevrolet Bolt EV Premier,2,"Escondido, CA 92029",4.8, Electric,127,108, FWD, Electric, Summit White, Dark Galvanized Gray, 1-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$31,855"
4, 2021 Chevrolet Equinox 1LT,6,"Escondido, CA 92029",4.8, Gasoline,26,31, FWD, 1.5L I4 16V GDI DOHC Turbo, Pacific Blue Metallic, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$18,765"
5, 2020 Chrysler 300 Touring,12,"Escondido, CA 92029",4.1, Gasoline,19,30, RWD, 3.6L V6 24V VVT, Gloss Black, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$24,900"
6, 2021 Jeep Grand Cherokee Laredo,11,"Escondido, CA 92029",4.1, Gasoline,18,25, RWD, 3.6L V6 24V VVT, Bright White Clearcoat, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$31,260"
7, 2021 Volkswagen Golf GTI 2.0T SE,4,"Escondido, CA 92029",3.9, Gasoline,23,30, FWD, 2.0L I4 16V GDI DOHC Turbo, White Silver Metallic, Titan Black, 6-Speed Manual,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$33,119"
8, 2021 Volkswagen Atlas Cross Sport 2.0T S,10,"Escondido, CA 92029",3.9, Gasoline,20,24, AWD, 2.0L I4 16V GDI DOHC Turbo, Pyrite Silver Metallic, Titan Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$33,784"
9, 2020 Ford Escape SEL,2,"Encinitas, CA 92024",4.7, Gasoline,27,33, FWD, 1.5L I3 12V GDI DOHC Turbo, Rapid Red Metallic Tinted Clearcoat, Sandstone, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$26,850"
