,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 Dodge Durango SXT,"35,757","Chicago, IL 60622",4.7, Gasoline,18,25, AWD, 3.6L V6 24V MPFI DOHC, White Knuckle Clearcoat, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$29,995"
1,Certified 2018 Subaru Crosstrek 2.0i Limited,"37,287","Chicago, IL 60641",4.6, Gasoline,27,33, AWD, 2.0L H4 16V GDI DOHC, Cool-Gray Khaki, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Rear Cross Traffic Alert']","$25,332"
2,Certified 2018 Subaru Outback 2.5i Limited,"24,027","Chicago, IL 60641",4.6, Gasoline,25,32, AWD, 2.5L H4 16V MPFI DOHC, Crimson Red Pearl, Black, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor']","$25,563"
3, 2018 Audi SQ5 3.0T Premium Plus,"24,520","Chicago, IL 60641",4.6, Gasoline,19,24, AWD, 3.0L V6 24V GDI DOHC Turbo, Mythos Black Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$42,053"
4, 2019 Ford Edge SEL,"53,635","Chicago, IL 60636",4.6, Gasoline,21,28, AWD, 2.0L I4 16V GDI DOHC Turbo, Black,-1, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$23,752"
5, 2017 Chevrolet Bolt EV Premier,"65,191","Chicago, IL 60636",3.9, Electric,128,110, FWD, Electric, Mosaic Black Metallic, Dark Galvanized, 1-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$13,500"
6, 2018 Chevrolet Trax LT,"24,868","Chicago, IL 60641",4.7, Gasoline,24,30, AWD, 1.4L I4 16V MPFI DOHC Turbo, Red, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$16,961"
7, 2020 Hyundai Tucson SE,"10,914","Chicago, IL 60707",4.7, Gasoline,23,28, FWD, 2.0L I4 16V GDI DOHC, Stellar Silver, Gray, 6-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$19,109"
8, 2017 Lincoln MKZ Hybrid Premiere,"20,822","North Riverside, IL 60546",4.2, Hybrid,41,38, FWD, 2.0L I4 16V MPFI DOHC Hybrid, Black Velvet, Ebony, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$22,477"
9, 2018 Honda Civic EX,"22,108","Lincolnwood, IL 60712",2.6, Gasoline,31,40, FWD, 2.0L I4 16V MPFI DOHC, Crystal Black Pearl, Black, Automatic CVT,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$17,085"
