,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 Jeep Grand Cherokee Laredo,"25,501","Troy, MI 48084",4.6, Gasoline,18,25, 4WD, 3.6L V6 24V MPFI DOHC, True Blue Pearlcoat, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$24,500"
1, 2008 Cadillac DTS 1SC,"103,325","Troy, MI 48084",4.8, Gasoline,15,23, FWD, 4.6L V8 32V MPFI DOHC, White Diamond Tri-Coat, Cashmere, 4-Speed Automatic,-1,"['Brake Assist', 'Stability Control']","$7,000"
2, 2019 Ford Mustang EcoBoost Premium,"6,988","Troy, MI 48083",4.8, Gasoline,20,28, RWD, 2.3L I4 16V GDI DOHC Turbo, Ingot Silver Metallic, Ebony, 10-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$31,500"
3,Certified 2018 Nissan Sentra SV,"27,572","Troy, MI 48084",4.3, Gasoline,29,37, FWD, 1.8L I4 16V MPFI DOHC, Gray, Charcoal, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$14,000"
4,Certified 2018 Mercedes-Benz E 400 4MATIC,"19,264","Bloomfield Hills, MI 48304",3.1, Gasoline,20,26, AWD, Twin Turbo Premium Unleaded V-6 3.0 L/183, Iridium Silver Metallic,-1, Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$51,993"
5, 2018 Honda Clarity Plug-In Hybrid Base,"27,656","Detroit, MI 48206",3.5, Hybrid,-1,-1, FWD, Gas/Electric I-4 1.5 L/91, Modern Steel Metallic,-1, Variable,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning']","$19,499"
6, 2018 Honda Clarity Plug-In Hybrid Base,"12,188","Detroit, MI 48206",3.5, Hybrid,-1,-1, FWD, Gas/Electric I-4 1.5 L/91, White,-1, Variable,['Apple CarPlay/Android Auto'],['Backup Camera'],"$20,230"
7, 2016 Audi A8 L 3.0T,"45,865","Detroit, MI 48206",3.5, Gasoline,19,29, AWD, Intercooled Supercharger Premium Unleaded V-6 3.0 L/183, Monsoon Gray Metallic,-1, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$32,150"
8, 2018 Alfa Romeo Stelvio Ti Sport,"26,471","Detroit, MI 48206",3.5, Gasoline,-1,-1, AWD, Intercooled Turbo Premium Unleaded I-4 2.0 L/122, Alfa Rosso, Black, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$27,730"
9, 1997 GMC Suburban SL,"129,492","Southfield, MI 48034",4.8, Gasoline,13,184, RWD, 5.7L V8 16V MPFI OHV, Indigo Blue Metallic, Gray, 4-Speed Automatic,-1,-1,"$4,500"
10, 2005 Mercury Sable LS,"100,000","Redford, MI 48239",4.8, Gasoline,20,27, FWD, 3.0L V6 24V MPFI DOHC, Red, Medium Parchment, 4-Speed Automatic,-1,-1,"$4,000"
11, 2019 Cadillac XT4 Premium Luxury,"14,069","Redford, MI 48239",5, Gasoline,22,29, AWD, 2.0L I4 16V GDI DOHC Turbo, Red Horizon Tintcoat, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$32,354"
12, 2012 Ford F-250 XLT,"202,590","Rochester Hills, MI 48307",4.8, E85 Flex Fuel,-1,-1, 4WD, 6.2L V8 16V MPFI SOHC Flexible Fuel, Sterling Gray Metallic, Steel, 6-Speed Automatic,-1,"['Brake Assist', 'Stability Control']","$17,842"
13,Certified 2018 Audi A6 2.0T Premium Plus,"23,111","Rochester Hills, MI 48307",3.9, Gasoline,22,31, AWD, 2.0L I4 16V GDI DOHC Turbo, Mythos Black Metallic, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$32,495"
14,Certified 2018 Chrysler Pacifica Touring-L Plus,"39,115","Bloomfield Hills, MI 48302",4.9, E85 Flex Fuel,19,28, FWD, 3.6L V6 24V MPFI DOHC Flexible Fuel, Billet Silver Metallic Clearcoat, Black, 9-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$25,547"
15,Certified 2019 Cadillac XT4 Premium Luxury,"35,031","St Clair Shores, MI 48080",4.8, Gasoline,22,29, AWD, 2.0L I4 16V GDI DOHC Turbo, Stellar Black Metallic, Jet Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$35,881"
16, 2003 Honda Pilot LX,"224,994","Bloomfield Hills, MI 48302",4.8, Gasoline,17,22, 4WD, 3.5L V6 24V MPFI SOHC, Starlight Silver Metallic, Fern, 5-Speed Automatic,-1,-1,"$3,695"
17, 2019 Dodge Charger SXT,"39,333","Farmington, MI 48336",4.2, Gasoline,19,30, RWD, 3.6L V6 24V MPFI DOHC, Black, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$23,590"
18, 2014 BMW 428 i,"63,772","Farmington, MI 48336",4.2, Gasoline,23,35, RWD, 2.0L I4 16V GDI DOHC Turbo, Black, Black, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$21,590"
19, 2018 Toyota Corolla iM Base,"35,973","Farmington, MI 48336",4.2, Gasoline,27,35, FWD, 1.8L I4 16V MPFI DOHC, Blue, Black,-1,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$17,590"
20, 2017 INFINITI QX70 Base,"49,363","Farmington, MI 48336",4.2, Gasoline,16,22, AWD, 3.7L V6 24V MPFI DOHC, Blue, Black, 7-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$26,990"
21, 2007 Chrysler Pacifica Touring,"131,846","Dearborn Heights, MI 48127",5, Gasoline,16,24, FWD, 4.0L V6 24V MPFI SOHC, Burgundy, Beige, Automatic,['Premium Sound System'],"['Brake Assist', 'Stability Control']","$5,990"
22, 2018 Toyota Prius Prime Plus,"27,737","Farmington Hills, MI 48335",4.9, Hybrid,-1,-1, FWD, 1.8L I4 16V MPFI DOHC Hybrid, Magnetic Gray Metallic, Black, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$20,299"
23, 2020 Jeep Grand Cherokee Overland,"15,272","Farmington, MI 48336",4.2, Gasoline,19,26, RWD, 3.6L V6 24V MPFI DOHC, White, Sepia / Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning']","$38,590"
24, 2020 GMC Yukon SLT,"30,308","Farmington, MI 48336",4.2, Gasoline,15,22, RWD, 5.3L V8 16V GDI OHV, White, Light Brown, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$47,590"
25, 2012 Acura TL Technology,"80,007","Farmington, MI 48336",4.2, Gasoline,18,26, AWD, 3.7L V6 24V MPFI SOHC, Silver, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$17,990"
26, 2018 Dodge Durango GT,"53,941","Farmington, MI 48336",4.2, Gasoline,18,25, AWD, 3.6L V6 24V MPFI DOHC, Silver, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$26,990"
