,Name,Mileage,Address,Rating,Fuel Type,City MPG,Highway MPG,Drivetrain,Engine,Exterior Color,Interior Color,Transmission,Entertainment,Safety,Price
0, 2018 Mercedes-Benz C 300 4MATIC,"11,898","Pittsburgh, PA 15213",4.9, Gasoline,23,32, AWD, 2.0L I4 16V GDI DOHC Turbo, Polar White, Silk Beige / Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$33,988"
1, 2018 Toyota 4Runner Limited,"37,460","Pittsburgh, PA 15222",4.8, Gasoline,17,20, 4WD, 4.0L V6 24V MPFI DOHC, Magnetic Gray Metallic, Black Graphite, 5-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$37,885"
2, 2009 Mercedes-Benz E 350 4MATIC,"121,785","Pittsburgh, PA 15215",1, Gasoline,16,21, AWD, 3.5L V6 24V MPFI DOHC, Blue, Beige, 5-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$6,995"
3, 2019 Audi Q5 2.0T Premium,"14,010","Pittsburgh, PA 15238",4.7, Gasoline,22,27, AWD, 2.0L I4 16V GDI DOHC Turbo, Brilliant Black, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$33,600"
4,Certified 2017 Nissan Rogue SV,"26,161","Pittsburgh, PA 15235",4.7, Gasoline,25,32, AWD, 2.5L I4 16V MPFI DOHC, Magnetic Black, Charcoal, Automatic CVT,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$19,998"
5,Certified 2018 Volkswagen Tiguan 2.0T SEL,"32,087","Pittsburgh, PA 15216",4.7, Gasoline,21,27, AWD, 2.0L I4 16V GDI DOHC Turbo, Deep Black Pearl Effect, Black, 8-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$23,445"
6, 2018 Lexus GX 460 Base,"42,025","Pittsburgh, PA 15237",3.4, Gasoline,15,18, 4WD, 4.6L V8 32V MPFI DOHC, Blue, Sepia, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$38,600"
7, 2018 Chevrolet Equinox 1LT,"13,676","Pittsburgh, PA 15237",3.4, Gasoline,26,32, FWD, 1.5L I4 16V GDI DOHC Turbo, Cajun Red Tintcoat, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$20,524"
8, 2013 Jeep Patriot Latitude,"83,432","Pittsburgh, PA 15216",4.8, Gasoline,22,28, 4WD, 2.4L I4 16V MPFI DOHC, Black Forest Green Pearlcoat, Dark Slate Gray, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$9,815"
9, 2020 Cadillac Escalade Premium Luxury,"17,075","Monroeville, PA 15146",4.8, Gasoline,14,21, 4WD, 6.2L V8 16V GDI OHV, Black Raven, Kona Brown, 10-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$78,991"
10, 2020 Cadillac XT6 Sport AWD,"11,444","Monroeville, PA 15146",4.8, Gasoline,17,24, AWD, 3.6L V6 24V GDI DOHC, Stellar Black Metallic, Jet Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking']","$61,991"
11, 2016 Cadillac XTS Luxury Collection,"90,788","Monroeville, PA 15146",4.8, Gasoline,17,26, AWD, 3.6L V6 24V GDI DOHC, Black Raven, Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,491"
12, 2018 Dodge Durango R/T,"26,783","Pittsburgh, PA 15237",4.7, Gasoline,14,22, AWD, 5.7L V8 16V MPFI OHV, Gray, Red / Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$40,900"
13, 2018 Mazda CX-5 Touring,"51,357","Monroeville, PA 15146",5, Gasoline,24,30, AWD, 2.5L I4 16V, Snowflake White Pearl Mica, Silk Beige, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$21,192"
14, 2018 Toyota RAV4 LE,"89,734","Pleasant Hills, PA 15236",4.6, Gasoline,22,28, AWD, 2.5L I4 16V MPFI DOHC, Super White, Black, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$17,112"
15, 2020 Cadillac Escalade Luxury,"16,620","Monroeville, PA 15146",4.8, Gasoline,14,21, 4WD, 6.2L V8 16V GDI OHV, Black Raven, Jet Black, 10-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$71,991"
16, 2016 BMW M2 Base,"41,712","Pittsburgh, PA 15237",4.7, Gasoline,18,26, RWD, 3.0L I6 24V GDI DOHC Turbo, Blue, Black / Blue, 6-Speed Manual,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$38,800"
17,Certified 2018 Subaru Impreza 2.0i Premium,"14,451","Monroeville, PA 15146",4.8, Gasoline,28,37, AWD, 2.0L H4 16V GDI DOHC, Magnetite Gray Metallic, Black, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$18,792"
18, 2017 Lincoln MKX Reserve,"28,430","Monroeville, PA 15146",4.9, Gasoline,16,23, AWD, 3.7L V6 24V MPFI DOHC, Palladium White Gold Metallic, Ebony, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$28,881"
19, 2014 BMW 435 i xDrive,"58,943","Monroeville, PA 15146",4.9, Gasoline,20,30, AWD, 3.0L I6 24V GDI DOHC Turbo, Mineral Gray Metallic, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$22,991"
20, 2018 Jeep Cherokee Limited,"13,625","McKees Rocks, PA 15136",3.4, Gasoline,21,28, 4WD, 2.4L I4 16V MPFI SOHC, Diamond Black, Black, 9-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$26,266"
21, 2018 Toyota Tacoma Limited,"38,553","McKees Rocks, PA 15136",3.4, Gasoline,18,22, 4WD, 3.5L V6 24V PDI DOHC, Midnight Black Metallic, Graphite, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning', 'Rear Cross Traffic Alert']","$41,144"
22,Certified 2018 Jeep Compass Limited,"40,757","McKees Rocks, PA 15136",3.4, Gasoline,22,30, 4WD, 2.4L I4 16V MPFI SOHC, White Clearcoat, Black, 9-Speed Automatic,"['Bluetooth', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$23,747"
23, 2019 Jeep Cherokee Limited,"12,847","McKees Rocks, PA 15136",3.4, Gasoline,19,27, 4WD, 2.0L I4 16V GDI DOHC Turbo, Olive Green Pearlcoat, Ski Gray, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$30,384"
24, 2015 Ferrari 458 Spider Base,"12,518","McKees Rocks, PA 15136",3.4, Gasoline,13,17, RWD, 4.5L V8 32V GDI DOHC,-1,-1, 7-Speed Automatic with Auto-Shift,['Bluetooth'],['Stability Control'],"$269,000"
25, 2015 Jeep Renegade Latitude,"68,543","McKees Rocks, PA 15136",3.4, Gasoline,24,31, 4WD, 2.4L I4 16V MPFI SOHC, Mojave / Sand, Black, 9-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$15,248"
26,Certified 2019 Jeep Cherokee Limited,"26,655","McKees Rocks, PA 15136",3.4, Gasoline,19,27, 4WD, 3.2L V6 24V MPFI DOHC, Light Brownstone Pearlcoat, Black, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control']","$27,578"
27, 2017 Hyundai Elantra SE,"37,062","McKees Rocks, PA 15136",3.4, Gasoline,29,38, FWD, 2.0L I4 16V GDI DOHC, Shale Gray Metallic, Beige, 6-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$13,827"
28, 2014 RAM 1500 Laramie,"106,644","McKees Rocks, PA 15136",3.4, Gasoline,15,21, 4WD, 5.7L V8 16V MPFI OHV, Bright White Clearcoat, Black, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control']","$24,382"
29, 2011 Chevrolet 1500 LTZ,"117,567","McKees Rocks, PA 15136",3.4, E85 Flex Fuel,15,21, 4WD, 5.3L V8 16V MPFI OHV Flexible Fuel, Black, Ebony, 6-Speed Automatic,"['Bluetooth', 'Rear Seat Entertainment', 'Premium Sound System']","['Backup Camera', 'Stability Control']","$19,891"
30,Certified 2019 Jeep Wrangler Unlimited Sahara,"23,931","McKees Rocks, PA 15136",3.4, Gasoline,17,23, 4WD, 2.0L I4 16V GDI DOHC Turbo, Billet Silver Metallic Clearcoat, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$43,794"
31, 2018 BMW X3 xDrive30i,"51,946","Gibsonia, PA 15044",4.8, Gasoline,22,29, AWD, 2.0L I4 16V GDI DOHC Turbo, Alpine White, Mocha, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$29,400"
32, 2018 Chevrolet Tahoe LT,"23,511","Monroeville, PA 15146",1, Gasoline,16,22, 4WD, 5.3L V8 16V GDI OHV, Black, Jet Black, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Lane Departure Warning']","$44,474"
33, 2017 Chevrolet Malibu Premier,"39,165","Bridgeville, PA 15017",4.5, Gasoline,22,33, FWD, 2.0L I4 16V GDI DOHC Turbo, Pearl, Dark Atmosphere, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Rear Cross Traffic Alert']","$19,700"
34, 2018 Acura MDX 3.5L,"32,438","Pittsburgh, PA 15205",4.7, Gasoline,18,26, AWD, 3.5L V6 24V GDI SOHC, Lunar Silver, Graystone, 9-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$31,999"
35, 2020 GMC Yukon SLT,"30,813","Pittsburgh, PA 15205",4.7, Gasoline,15,21, 4WD, 5.3L V8 16V GDI OHV, Summit White, Cocoa, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$50,999"
36, 2018 Toyota Highlander XLE,"56,258","Pittsburgh, PA 15205",4.7, Gasoline,20,26, AWD, 3.5L V6 24V PDI DOHC, Gray,-1, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$28,950"
37,Certified 2018 Cadillac XT5 Luxury,"36,191","Wexford, PA 15090",4.8, Gasoline,18,25, AWD, 3.6L V6 24V GDI DOHC, Crystal White Tri-Coat, Jet Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor', 'Rear Cross Traffic Alert']","$30,000"
38, 2020 GMC Yukon SLT,"28,622","Pittsburgh, PA 15205",4.7, Gasoline,15,21, 4WD, 5.3L V8 16V GDI OHV, Dark, Charcoal, Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$51,599"
39, 2018 Alfa Romeo Stelvio Base,"19,680","Pittsburgh, PA 15205",4.7, Gasoline,22,28, AWD, 2.0L I4 16V GDI SOHC Turbo, Rosso, Charcoal, 8-Speed Automatic,['Bluetooth'],"['Backup Camera', 'Brake Assist', 'Stability Control', 'Blind Spot Monitor']","$29,599"
40, 2018 Audi A4 2.0T Premium,"38,946","Pittsburgh, PA 15205",4.7, Gasoline,24,34, AWD, 2.0L I4 16V GDI DOHC Turbo, Monsoon Gray Metallic, Black, 7-Speed Automatic with Auto-Shift,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$26,999"
41, 2017 Lincoln MKX Reserve,"44,984","Pitts, PA 15241",4.3, Gasoline,16,23, AWD, 3.7L V6 24V MPFI DOHC, Black Velvet Metallic, Ebony, 6-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$26,755"
42, 2018 Subaru Outback 3.6R Limited,"35,272","North Huntingdon, PA 15642",4.9, Gasoline,20,27, AWD, 3.6L H6 24V MPFI DOHC, Twilight Blue Metallic, Black, Automatic CVT,"['Bluetooth', 'Premium Sound System', 'Apple CarPlay/Android Auto']","['Backup Camera', 'Brake Assist', 'Stability Control', 'Automatic Emergency Braking', 'Blind Spot Monitor', 'Lane Departure Warning']","$26,277"
43, 2020 Lincoln MKZ Hybrid Reserve,"25,123","Pitts, PA 15241",4.3, Hybrid,42,39, FWD, 2.0L I4 16V MPFI DOHC Hybrid, Rhapsody Blue Metallic, Cappuccino, Automatic CVT,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$34,555"
44, 2014 BMW 435 i xDrive,"83,282","Murrysville, PA 15668",5, Gasoline,20,30, AWD, 3.0L I6 24V GDI DOHC Turbo, Blue, Beige, 8-Speed Automatic,['Bluetooth'],"['Brake Assist', 'Stability Control']","$19,689"
45, 2014 BMW 435 i xDrive,"57,257","Murrysville, PA 15668",5, Gasoline,20,30, AWD, 3.0L I6 24V GDI DOHC Turbo, Gray, Black, 8-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Brake Assist', 'Stability Control']","$23,557"
46, 2019 Acura RDX A-Spec,"28,838","Murrysville, PA 15668",5, Gasoline,21,26, AWD, 2.0L I4 16V GDI DOHC Turbo, White, Red, 10-Speed Automatic,"['Bluetooth', 'Premium Sound System']","['Backup Camera', 'Brake Assist', 'Stability Control']","$38,995"
47, 2013 Ford F-150 STX,"40,288","Moon Twp, PA 15108",4.9, Gasoline,16,21, 4WD, 5.0L V8 32V MPFI DOHC, Race Red, Steel Gray, 6-Speed Automatic,-1,['Stability Control'],"$24,900"
